analytic_random_trajectory_burden,observed_learned_trajectory_burden,oracle_bad_row_trajectory_burden,policy_id,row_budget,split_seed
0.9937763192121656,0.8797814207650273,0.3989071038251366,next_step_bad::logistic_regression::all_structured,0.2,20250622
0.2967424032784661,0.07650273224043716,0.07103825136612021,next_step_bad::gradient_boosting::all_structured,0.01,20250622
0.4945009020576316,0.15300546448087432,0.15300546448087432,next_step_bad::gradient_boosting::all_structured,0.02,20250622
0.7947688452216398,0.453551912568306,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.05,20250622
0.944985112335306,0.6721311475409836,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.1,20250622
0.9937763192121656,0.9617486338797814,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.2,20250622
0.2967424032784661,0.07650273224043716,0.07103825136612021,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.01,20250622
0.4945009020576316,0.14207650273224043,0.15300546448087432,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.02,20250622
0.7947688452216398,0.45901639344262296,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.05,20250622
0.944985112335306,0.7650273224043715,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.1,20250622
0.9937763192121656,0.9617486338797814,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.2,20250622
0.2967424032784661,0.09836065573770492,0.07103825136612021,next_step_bad::random_forest::all_structured,0.01,20250622
0.4945009020576316,0.16393442622950818,0.15300546448087432,next_step_bad::random_forest::all_structured,0.02,20250622
0.7947688452216398,0.43169398907103823,0.3989071038251366,next_step_bad::random_forest::all_structured,0.05,20250622
0.944985112335306,0.7759562841530054,0.3989071038251366,next_step_bad::random_forest::all_structured,0.1,20250622
0.9937763192121656,0.9289617486338798,0.3989071038251366,next_step_bad::random_forest::all_structured,0.2,20250622
0.29479913695866994,0.0,0.09836065573770492,next_step_bad::logistic_regression::prefix_position_only,0.01,20250623
0.48984228095710214,0.0,0.16939890710382513,next_step_bad::logistic_regression::prefix_position_only,0.02,20250623
0.7887598675516054,0.03278688524590164,0.3989071038251366,next_step_bad::logistic_regression::prefix_position_only,0.05,20250623
0.941682821960981,0.12021857923497267,0.3989071038251366,next_step_bad::logistic_regression::prefix_position_only,0.1,20250623
0.9927424194312059,0.3770491803278688,0.3989071038251366,next_step_bad::logistic_regression::prefix_position_only,0.2,20250623
0.29479913695866994,0.12021857923497267,0.09836065573770492,next_step_bad::logistic_regression::non_position_history_only,0.01,20250623
0.48984228095710214,0.37158469945355194,0.16939890710382513,next_step_bad::logistic_regression::non_position_history_only,0.02,20250623
0.7887598675516054,0.4972677595628415,0.3989071038251366,next_step_bad::logistic_regression::non_position_history_only,0.05,20250623
0.941682821960981,0.5901639344262295,0.3989071038251366,next_step_bad::logistic_regression::non_position_history_only,0.1,20250623
0.9927424194312059,0.9344262295081968,0.3989071038251366,next_step_bad::logistic_regression::non_position_history_only,0.2,20250623
0.29479913695866994,0.06557377049180328,0.09836065573770492,next_step_bad::logistic_regression::all_structured,0.01,20250623
0.48984228095710214,0.16393442622950818,0.16939890710382513,next_step_bad::logistic_regression::all_structured,0.02,20250623
0.7887598675516054,0.20765027322404372,0.3989071038251366,next_step_bad::logistic_regression::all_structured,0.05,20250623
0.941682821960981,0.48633879781420764,0.3989071038251366,next_step_bad::logistic_regression::all_structured,0.1,20250623
0.9927424194312059,0.726775956284153,0.3989071038251366,next_step_bad::logistic_regression::all_structured,0.2,20250623
0.29479913695866994,0.08743169398907104,0.09836065573770492,next_step_bad::gradient_boosting::all_structured,0.01,20250623
0.48984228095710214,0.14754098360655737,0.16939890710382513,next_step_bad::gradient_boosting::all_structured,0.02,20250623
0.7887598675516054,0.4262295081967213,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.05,20250623
0.941682821960981,0.7486338797814208,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.1,20250623
0.9927424194312059,0.9344262295081968,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.2,20250623
0.29479913695866994,0.07650273224043716,0.09836065573770492,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.01,20250623
0.48984228095710214,0.1912568306010929,0.16939890710382513,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.02,20250623
0.7887598675516054,0.45901639344262296,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.05,20250623
0.941682821960981,0.7540983606557377,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.1,20250623
0.9927424194312059,0.9453551912568307,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.2,20250623
0.29479913695866994,0.06557377049180328,0.09836065573770492,next_step_bad::random_forest::all_structured,0.01,20250623
0.48984228095710214,0.16393442622950818,0.16939890710382513,next_step_bad::random_forest::all_structured,0.02,20250623
0.7887598675516054,0.4918032786885246,0.3989071038251366,next_step_bad::random_forest::all_structured,0.05,20250623
0.941682821960981,0.7923497267759563,0.3989071038251366,next_step_bad::random_forest::all_structured,0.1,20250623
0.9927424194312059,0.912568306010929,0.3989071038251366,next_step_bad::random_forest::all_structured,0.2,20250623
